NP_001009127.1	short-wave-sensitive opsin 1 [Pan troglodytes]	0.0
XP_004046224.1	short-wave-sensitive opsin 1 [Gorilla gorilla gorilla]	0.0
XP_032617560.1	short-wave-sensitive opsin 1 [Hylobates moloch]	0.0
XP_002818467.1	short-wave-sensitive opsin 1 [Pongo abelii]	0.0
XP_003261345.1	short-wave-sensitive opsin 1 [Nomascus leucogenys]	0.0
XP_023079306.1	short-wave-sensitive opsin 1 [Piliocolobus tephrosceles]	0.0
XP_010377042.1	short-wave-sensitive opsin 1 [Rhinopithecus roxellana]	0.0
XP_001091869.1	short-wave-sensitive opsin 1 [Macaca mulatta]	0.0
NP_001270133.1	short-wave-sensitive opsin 1 [Macaca fascicularis]	0.0
XP_003896610.1	short-wave-sensitive opsin 1 [Papio anubis]	0.0
XP_011851295.1	PREDICTED: short-wave-sensitive opsin 1 [Mandrillus leucophaeus]	0.0
XP_007981042.1	PREDICTED: short-wave-sensitive opsin 1 [Chlorocebus sabaeus]	0.0
XP_017405000.1	PREDICTED: short-wave-sensitive opsin 1 [Cebus capucinus imitator]	0.0
XP_003921059.1	PREDICTED: short-wave-sensitive opsin 1 [Saimiri boliviensis boliviensis]	0.0
XP_002752077.1	short-wave-sensitive opsin 1 isoform X1 [Callithrix jacchus]	0.0
XP_008061781.1	short-wave-sensitive opsin 1 [Carlito syrichta]	0.0
XP_006088441.1	short-wave-sensitive opsin 1 [Myotis lucifugus]	0.0
XP_006910599.1	short-wave-sensitive opsin 1 [Pteropus alecto]	0.0
XP_008152260.1	short-wave-sensitive opsin 1 [Eptesicus fuscus]	0.0
XP_005868982.1	PREDICTED: short-wave-sensitive opsin 1 isoform X1 [Myotis brandtii]	0.0
XP_012644610.1	short-wave-sensitive opsin 1 isoform X1 [Microcebus murinus]	0.0
XP_012329490.2	LOW QUALITY PROTEIN: short-wave-sensitive opsin 1 [Aotus nancymaae]	0.0
XP_016068809.1	PREDICTED: short-wave-sensitive opsin 1 [Miniopterus natalensis]	0.0
XP_004608336.1	PREDICTED: short-wave-sensitive opsin 1 [Sorex araneus]	0.0
XP_034374732.1	short-wave-sensitive opsin 1 [Arvicanthis niloticus]	0.0
XP_034820842.1	short-wave-sensitive opsin 1 isoform X1 [Pan paniscus]	0.0
