NP_033128.1	visual pigment-like receptor peropsin [Mus musculus]	0.0
XP_021014574.1	visual pigment-like receptor peropsin [Mus caroli]	0.0
XP_021052688.1	visual pigment-like receptor peropsin [Mus pahari]	0.0
XP_034356981.1	visual pigment-like receptor peropsin isoform X1 [Arvicanthis niloticus]	0.0
XP_031231335.1	visual pigment-like receptor peropsin [Mastomys coucha]	0.0
XP_028616339.1	visual pigment-like receptor peropsin [Grammomys surdaster]	0.0
XP_032753232.1	visual pigment-like receptor peropsin [Rattus rattus]	0.0
XP_005357329.1	visual pigment-like receptor peropsin [Microtus ochrogaster]	0.0
XP_006232065.1	PREDICTED: visual pigment-like receptor peropsin isoform X1 [Rattus norvegicus]	0.0
XP_021501095.1	visual pigment-like receptor peropsin [Meriones unguiculatus]	0.0
XP_028712509.1	visual pigment-like receptor peropsin [Peromyscus leucopus]	0.0
XP_006970448.1	PREDICTED: visual pigment-like receptor peropsin [Peromyscus maniculatus bairdii]	0.0
XP_005082887.1	visual pigment-like receptor peropsin [Mesocricetus auratus]	0.0
XP_027251502.1	visual pigment-like receptor peropsin isoform X3 [Cricetulus griseus]	0.0
XP_015340128.1	PREDICTED: visual pigment-like receptor peropsin [Marmota marmota marmota]	0.0
XP_005330151.1	visual pigment-like receptor peropsin [Ictidomys tridecemlineatus]	0.0
XP_034492038.1	visual pigment-like receptor peropsin isoform X2 [Marmota flaviventris]	0.0
XP_024597728.1	visual pigment-like receptor peropsin [Neophocaena asiaeorientalis asiaeorientalis]	0.0
XP_026266409.1	visual pigment-like receptor peropsin [Urocitellus parryii]	0.0
XP_006188994.1	visual pigment-like receptor peropsin [Camelus ferus]	0.0
XP_003129314.2	visual pigment-like receptor peropsin [Sus scrofa]	0.0
XP_007191091.1	visual pigment-like receptor peropsin [Balaenoptera acutorostrata scammoni]	0.0
XP_030719932.1	visual pigment-like receptor peropsin [Globicephala melas]	0.0
XP_032489448.1	visual pigment-like receptor peropsin [Phocoena sinus]	0.0
XP_027977156.1	visual pigment-like receptor peropsin [Eumetopias jubatus]	0.0
XP_007463288.1	PREDICTED: visual pigment-like receptor peropsin [Lipotes vexillifer]	0.0
XP_004269625.1	visual pigment-like receptor peropsin [Orcinus orca]	0.0
XP_026959305.1	visual pigment-like receptor peropsin [Lagenorhynchus obliquidens]	0.0
XP_025729412.1	visual pigment-like receptor peropsin [Callorhinus ursinus]	0.0
XP_027453715.1	visual pigment-like receptor peropsin [Zalophus californianus]	0.0
XP_022422837.1	visual pigment-like receptor peropsin isoform X1 [Delphinapterus leucas]	0.0
XP_034886165.1	visual pigment-like receptor peropsin [Mirounga leonina]	0.0
XP_008687733.1	PREDICTED: visual pigment-like receptor peropsin [Ursus maritimus]	0.0
XP_006212109.1	visual pigment-like receptor peropsin [Vicugna pacos]	0.0
XP_029091626.1	visual pigment-like receptor peropsin [Monodon monoceros]	0.0
XP_032256896.1	visual pigment-like receptor peropsin [Phoca vitulina]	0.0
XP_007105918.1	visual pigment-like receptor peropsin isoform X2 [Physeter catodon]	0.0
XP_020042540.1	visual pigment-like receptor peropsin [Castor canadensis]	0.0
XP_004594583.1	PREDICTED: visual pigment-like receptor peropsin [Ochotona princeps]	0.0
XP_034356982.1	visual pigment-like receptor peropsin isoform X2 [Arvicanthis niloticus]	0.0
XP_006727263.1	visual pigment-like receptor peropsin [Leptonychotes weddellii]	0.0
XP_005639327.1	visual pigment-like receptor peropsin [Canis lupus familiaris]	0.0
XP_032715786.1	visual pigment-like receptor peropsin [Lontra canadensis]	0.0
XP_002717232.1	PREDICTED: visual pigment-like receptor peropsin [Oryctolagus cuniculus]	0.0
XP_006052266.1	visual pigment-like receptor peropsin [Bubalus bubalis]	0.0
XP_025873392.1	visual pigment-like receptor peropsin [Vulpes vulpes]	0.0
XP_005681368.2	PREDICTED: visual pigment-like receptor peropsin [Capra hircus]	0.0
XP_032189036.1	visual pigment-like receptor peropsin [Mustela erminea]	0.0
XP_023075828.1	visual pigment-like receptor peropsin [Piliocolobus tephrosceles]	0.0
XP_019491568.1	PREDICTED: visual pigment-like receptor peropsin isoform X1 [Hipposideros armiger]	0.0
XP_021540204.1	visual pigment-like receptor peropsin [Neomonachus schauinslandi]	0.0
XP_027399641.1	visual pigment-like receptor peropsin [Bos indicus x Bos taurus]	0.0
XP_033070876.1	visual pigment-like receptor peropsin [Trachypithecus francoisi]	0.0
NP_001179153.1	visual pigment-like receptor peropsin [Bos taurus]	0.0
XP_007997724.1	PREDICTED: visual pigment-like receptor peropsin [Chlorocebus sabaeus]	0.0
XP_010856841.1	PREDICTED: visual pigment-like receptor peropsin [Bison bison bison]	0.0
XP_004411310.1	PREDICTED: LOW QUALITY PROTEIN: visual pigment-like receptor peropsin [Odobenus rosmarus divergens]	0.0
XP_005872465.2	PREDICTED: visual pigment-like receptor peropsin isoform X2 [Myotis brandtii]	0.0
XP_004748136.1	PREDICTED: visual pigment-like receptor peropsin [Mustela putorius furo]	0.0
XP_014694596.1	PREDICTED: visual pigment-like receptor peropsin [Equus asinus]	0.0
XP_010387370.2	visual pigment-like receptor peropsin [Rhinopithecus roxellana]	0.0
XP_019817870.1	PREDICTED: visual pigment-like receptor peropsin [Bos indicus]	0.0
XP_003899138.1	visual pigment-like receptor peropsin [Papio anubis]	0.0
XP_008568405.1	PREDICTED: visual pigment-like receptor peropsin [Galeopterus variegatus]	0.0
XP_011825958.1	PREDICTED: visual pigment-like receptor peropsin [Mandrillus leucophaeus]	0.0
XP_012291991.1	visual pigment-like receptor peropsin [Aotus nancymaae]	0.0
XP_020743578.1	visual pigment-like receptor peropsin [Odocoileus virginianus texanus]	0.0
