file                                                                                                                             format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterest.dropped.fasta                   FASTA   Protein       150     51,961       36    346.4    2,161
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterest.fasta                           FASTA   Protein     8,651  3,285,802       35    379.8    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterestShuffled.fasta                   FASTA   Protein     8,651  3,285,802       35    379.8    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        18      5,849      149    324.9      578
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       962    365,485       48    379.9    1,838
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       960    355,880       36    370.7    1,452
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein        13      4,310      152    331.5      633
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       962    367,502       70      382    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       965    369,918       35    383.3    2,062
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_6/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        16      4,682       55    292.6      566
