Gene Species Taxon Signature
0 KAE9459211.1_hypothetical_protein_C3L33_08885_partial_Rhododendron_williamsianum KAE9459211.1_hypothetical_protein_C3L33_08885_partial_Rhododendron_williamsianum 0.0753449625692
0 XP_031441668.1_visual_pigment-like_receptor_peropsin_Clupea_harengus XP_031441668.1_visual_pigment-like_receptor_peropsin_Clupea_harengus 0.00647966857857
0 JAN69420.1_Gpcr_rhodopsin_family_partial_Daphnia_magna JAN69420.1_Gpcr_rhodopsin_family_partial_Daphnia_magna 0.0233261683346
0 ELR62217.1_Olfactory_receptor_478_partial_Bos_mutus ELR62217.1_Olfactory_receptor_478_partial_Bos_mutus 0.0105161626524
0 XP_029010871.1_trace_amine-associated_receptor_13c-like_Betta_splendens XP_029010871.1_trace_amine-associated_receptor_13c-like_Betta_splendens 0.0060920697391
0 JAM93996.1_putative_Gpcr_rhodopsin_family_Daphnia_magna JAM93996.1_putative_Gpcr_rhodopsin_family_Daphnia_magna 0.0233261683346
0 KAA0194610.1_hypothetical_protein_HAZT_HAZT008742_Hyalella_azteca KAA0194610.1_hypothetical_protein_HAZT_HAZT008742_Hyalella_azteca 0.0309597240154
0 tr|A0A3B4URK1|A0A3B4URK1_SERDU_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Seriola_dumerili_OX_41447_PE_3_SV_1 tr|A0A3B4URK1|A0A3B4URK1_SERDU_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Seriola_dumerili_OX_41447_PE_3_SV_1 0.0060920697391
0 JAM00316.1_hypothetical_protein_partial_Daphnia_magna JAM00316.1_hypothetical_protein_partial_Daphnia_magna 0.0060920697391
0 XP_015806761.1_PREDICTED_C-X-C_chemokine_receptor_type_5_Nothobranchius_furzeri XP_015806761.1_PREDICTED_C-X-C_chemokine_receptor_type_5_Nothobranchius_furzeri 0.00802051318989
0 XP_006072423.1_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Bubalus_bubalis XP_006072423.1_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Bubalus_bubalis 0.00647966857857
0 GCF39899.1_hypothetical_protein_parPi_0027532_partial_Paroedura_picta GCF39899.1_hypothetical_protein_parPi_0027532_partial_Paroedura_picta 0.0753449625692
0 tr|A0A182M0M0|A0A182M0M0_9DIPT_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anopheles_culicifacies_OX_139723_PE_4_SV_1 tr|A0A182M0M0|A0A182M0M0_9DIPT_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anopheles_culicifacies_OX_139723_PE_4_SV_1 0.0233261683346
0 VTJ87601.1_Hypothetical_predicted_protein_partial_Marmota_monax VTJ87601.1_Hypothetical_predicted_protein_partial_Marmota_monax 0.0105161626524
0 XP_031954097.1_olfactory_receptor_14J1-like_Corvus_moneduloides XP_031954097.1_olfactory_receptor_14J1-like_Corvus_moneduloides 0.0150931248106
0 XP_014383141.1_olfactory_receptor_6M1-like_Alligator_sinensis XP_014383141.1_olfactory_receptor_6M1-like_Alligator_sinensis 0.0150931248106
0 KAA0191307.1_hypothetical_protein_FBUS_06198_Fasciolopsis_buski KAA0191307.1_hypothetical_protein_FBUS_06198_Fasciolopsis_buski 0.000764875648964
0 XP_024250518.1_HIV_Tat-specific_factor_1_isoform_X4_Oncorhynchus_tshawytscha XP_024250518.1_HIV_Tat-specific_factor_1_isoform_X4_Oncorhynchus_tshawytscha 0.0233261683346
0 tr|A0A4W5KDU2|A0A4W5KDU2_9TELE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Hucho_hucho_OX_62062_PE_4_SV_1 tr|A0A4W5KDU2|A0A4W5KDU2_9TELE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Hucho_hucho_OX_62062_PE_4_SV_1 0.00647966857857
0 PIK62121.1_putative_visual_pigment-like_receptor_peropsin-like_Apostichopus_japonicus PIK62121.1_putative_visual_pigment-like_receptor_peropsin-like_Apostichopus_japonicus 0.00647966857857
0 OON21722.1_7_transmembrane_receptor_Opisthorchis_viverrini OON21722.1_7_transmembrane_receptor_Opisthorchis_viverrini 0.00365025859753
0 XP_033830711.1_opsin-5-like_Periophthalmus_magnuspinnatus XP_033830711.1_opsin-5-like_Periophthalmus_magnuspinnatus 0.00647966857857
0 tr|A0A672JYT6|A0A672JYT6_SINGR_Uncharacterized_protein_OS_Sinocyclocheilus_grahami_OX_75366_PE_4_SV_1 tr|A0A672JYT6|A0A672JYT6_SINGR_Uncharacterized_protein_OS_Sinocyclocheilus_grahami_OX_75366_PE_4_SV_1 0.00647966857857
0 XP_004689257.1_PREDICTED_C-X-C_chemokine_receptor_type_5_Condylura_cristata XP_004689257.1_PREDICTED_C-X-C_chemokine_receptor_type_5_Condylura_cristata 0.00647966857857
0 XP_006035086.2_olfactory_receptor_6J1-like_Alligator_sinensis XP_006035086.2_olfactory_receptor_6J1-like_Alligator_sinensis 0.0150931248106
0 DAniello2015_ops8_Eucidaris_tribuloides DAniello2015_ops8_Eucidaris_tribuloides 0.0233261683346
0 XP_012892012.1_PREDICTED_olfactory_receptor_4C11-like_Dipodomys_ordii XP_012892012.1_PREDICTED_olfactory_receptor_4C11-like_Dipodomys_ordii 0.00802051318989
0 XP_010000430.1_PREDICTED_neuromedin-U_receptor_2_Chaetura_pelagica XP_010000430.1_PREDICTED_neuromedin-U_receptor_2_Chaetura_pelagica 0.00647966857857
0 sp|P37705.1|GRP3_DAUCA_RecName_Full_Glycine-rich_protein_A3 sp|P37705.1|GRP3_DAUCA_RecName_Full_Glycine-rich_protein_A3 0.0753449625692
0 PIO23127.1_hypothetical_protein_AB205_0165980_Lithobates_catesbeianus PIO23127.1_hypothetical_protein_AB205_0165980_Lithobates_catesbeianus 0.00365025859753
0 RNA01884.1_melanopsin_partial_Brachionus_plicatilis RNA01884.1_melanopsin_partial_Brachionus_plicatilis 0.0309597240154
0 CAF94914.1_unnamed_protein_product_Tetraodon_nigroviridis CAF94914.1_unnamed_protein_product_Tetraodon_nigroviridis 0.00647966857857
0 RDD42185.1_Kappa-type_opioid_receptor_Trichoplax_sp._H2 RDD42185.1_Kappa-type_opioid_receptor_Trichoplax_sp._H2 0.00365025859753
0 ROL48514.1_hypothetical_protein_DPX16_12130_Anabarilius_grahami ROL48514.1_hypothetical_protein_DPX16_12130_Anabarilius_grahami 0.0060920697391
0 KTG47759.1_hypothetical_protein_cypCar_00010363_Cyprinus_carpio KTG47759.1_hypothetical_protein_cypCar_00010363_Cyprinus_carpio 0.00647966857857
0 ELK08984.1_Putative_P2Y_purinoceptor_10_Pteropus_alecto ELK08984.1_Putative_P2Y_purinoceptor_10_Pteropus_alecto 0.00365025859753
0 tr|A0A3Q3D4V9|A0A3Q3D4V9_HIPCM_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Hippocampus_comes_OX_109280_PE_3_SV_1 tr|A0A3Q3D4V9|A0A3Q3D4V9_HIPCM_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Hippocampus_comes_OX_109280_PE_3_SV_1 0.0060920697391
0 OMJ69489.1_hypothetical_protein_SteCoe_32782_Stentor_coeruleus OMJ69489.1_hypothetical_protein_SteCoe_32782_Stentor_coeruleus 0.0753449625692
0 JAL04135.1_hypothetical_protein_Daphnia_magna JAL04135.1_hypothetical_protein_Daphnia_magna 0.0060920697391
0 XP_006135765.2_olfactory_receptor_14A16-like_Pelodiscus_sinensis XP_006135765.2_olfactory_receptor_14A16-like_Pelodiscus_sinensis 0.0105161626524
0 tr|A0A3P9DFJ1|A0A3P9DFJ1_9CICH_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Maylandia_zebra_OX_106582_PE_3_SV_1 tr|A0A3P9DFJ1|A0A3P9DFJ1_9CICH_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Maylandia_zebra_OX_106582_PE_3_SV_1 0.0105161626524
0 RDD36196.1_Rhodopsin_GQ-coupled_Trichoplax_sp._H2 RDD36196.1_Rhodopsin_GQ-coupled_Trichoplax_sp._H2 0.00365025859753
0 RXN37756.1_melanopsin-B-like_protein_Labeo_rohita RXN37756.1_melanopsin-B-like_protein_Labeo_rohita 0.0233261683346
0 GBP65276.1_Melanopsin-B_Eumeta_japonica GBP65276.1_Melanopsin-B_Eumeta_japonica 0.00802051318989
0 XP_004687555.2_PREDICTED_olfactory_receptor_4F3/4F16/4F29-like_Condylura_cristata XP_004687555.2_PREDICTED_olfactory_receptor_4F3/4F16/4F29-like_Condylura_cristata 0.00802051318989
0 XP_029193398.1_G-protein_coupled_receptor_15-like_Acropora_millepora XP_029193398.1_G-protein_coupled_receptor_15-like_Acropora_millepora 0.00802051318989
0 TKS65746.1_Pinopsin_Pineal_gland-specific_opsin_Collichthys_lucidus TKS65746.1_Pinopsin_Pineal_gland-specific_opsin_Collichthys_lucidus 0.0753449625692
0 XP_007954995.1_PREDICTED_olfactory_receptor_4C12-like_Orycteropus_afer_afer XP_007954995.1_PREDICTED_olfactory_receptor_4C12-like_Orycteropus_afer_afer 0.0060920697391
0 GCC35160.1_hypothetical_protein_chiPu_0013642_Chiloscyllium_punctatum GCC35160.1_hypothetical_protein_chiPu_0013642_Chiloscyllium_punctatum 0.00647966857857
0 ABC26410.1_nonfunctional_shortwave-sensitive_1_violet_opsin_partial_Glaucomys_sabrinus ABC26410.1_nonfunctional_shortwave-sensitive_1_violet_opsin_partial_Glaucomys_sabrinus 0.00647966857857
0 tr|A0A3B3TX23|A0A3B3TX23_9TELE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Poecilia_latipinna_OX_48699_PE_3_SV_1 tr|A0A3B3TX23|A0A3B3TX23_9TELE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Poecilia_latipinna_OX_48699_PE_3_SV_1 0.0150931248106
0 JAJ00944.1_hypothetical_protein_partial_Daphnia_magna JAJ00944.1_hypothetical_protein_partial_Daphnia_magna 0.00647966857857
0 XP_014399109.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_isoform_X3_Myotis_brandtii XP_014399109.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_isoform_X3_Myotis_brandtii 0.00647966857857
0 XP_019636885.1_PREDICTED_uncharacterized_protein_LOC109479371_Branchiostoma_belcheri XP_019636885.1_PREDICTED_uncharacterized_protein_LOC109479371_Branchiostoma_belcheri 0.0233261683346
0 XP_009168079.1_hypothetical_protein_T265_04947_Opisthorchis_viverrini XP_009168079.1_hypothetical_protein_T265_04947_Opisthorchis_viverrini 0.0060920697391
0 BBX91037.1_hypothetical_protein_MBOE_26860_Mycolicibacterium_boenickei BBX91037.1_hypothetical_protein_MBOE_26860_Mycolicibacterium_boenickei 0.0753449625692
0 XP_010620899.1_RPE-retinal_G_protein-coupled_receptor_Fukomys_damarensis XP_010620899.1_RPE-retinal_G_protein-coupled_receptor_Fukomys_damarensis 0.0060920697391
0 XP_034053330.1_sickle_tail_protein_homolog_isoform_X18_Gymnodraco_acuticeps XP_034053330.1_sickle_tail_protein_homolog_isoform_X18_Gymnodraco_acuticeps 0.0060920697391
0 tr|A0A5F4DBA0|A0A5F4DBA0_CANLF_Olfactory_receptor_OS_Canis_lupus_familiaris_OX_9615_GN_OR6C75_PE_3_SV_1 tr|A0A5F4DBA0|A0A5F4DBA0_CANLF_Olfactory_receptor_OS_Canis_lupus_familiaris_OX_9615_GN_OR6C75_PE_3_SV_1 0.0105161626524
0 XP_030741354.1_olfactory_receptor_7A17-like_Echinops_telfairi XP_030741354.1_olfactory_receptor_7A17-like_Echinops_telfairi 0.00802051318989
0 TNN05556.1_Opsin-5_isoform_2_Schistosoma_japonicum TNN05556.1_Opsin-5_isoform_2_Schistosoma_japonicum 0.00647966857857
