Gene Species Taxon Signature
0 XP_017495564.1_PREDICTED_olfactory_receptor_10C1-like_Manis_javanica XP_017495564.1_PREDICTED_olfactory_receptor_10C1-like_Manis_javanica 0.0117952826749
0 RDD37420.1_D_5_-like_dopamine_receptor_Trichoplax_sp._H2 RDD37420.1_D_5_-like_dopamine_receptor_Trichoplax_sp._H2 0.00543975553033
0 XP_009082705.1_PREDICTED_proteinase-activated_receptor_1_partial_Acanthisitta_chloris XP_009082705.1_PREDICTED_proteinase-activated_receptor_1_partial_Acanthisitta_chloris 0.00543975553033
0 RXN09673.1_gamma-aminobutyric_acid_receptor_subunit_pi-like_protein_Labeo_rohita RXN09673.1_gamma-aminobutyric_acid_receptor_subunit_pi-like_protein_Labeo_rohita 0.00543975553033
0 XP_007960929.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Chlorocebus_sabaeus XP_007960929.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Chlorocebus_sabaeus 0.0189428045481
0 XP_010294446.1_PREDICTED_olfactory_receptor_14J1-like_Phaethon_lepturus XP_010294446.1_PREDICTED_olfactory_receptor_14J1-like_Phaethon_lepturus 0.0117952826749
0 tr|G1K924|G1K924_ANOCA_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anolis_carolinensis_OX_28377_PE_4_SV_1 tr|G1K924|G1K924_ANOCA_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anolis_carolinensis_OX_28377_PE_4_SV_1 0.00543975553033
0 XP_009484675.1_PREDICTED_pinopsin-like_partial_Pelecanus_crispus XP_009484675.1_PREDICTED_pinopsin-like_partial_Pelecanus_crispus 0.00543975553033
0 ALG00001.1_endothelin_receptor_Ba_partial_Gasterosteus_aculeatus ALG00001.1_endothelin_receptor_Ba_partial_Gasterosteus_aculeatus 0.00697174042268
0 XP_013361807.1_PREDICTED_olfactory_receptor_4D11-like_Chinchilla_lanigera XP_013361807.1_PREDICTED_olfactory_receptor_4D11-like_Chinchilla_lanigera 0.0117952826749
0 KTF76227.1_hypothetical_protein_cypCar_00037916_Cyprinus_carpio KTF76227.1_hypothetical_protein_cypCar_00037916_Cyprinus_carpio 0.0494193874415
0 XP_010076909.1_PREDICTED_melanopsin-like_partial_Pterocles_gutturalis XP_010076909.1_PREDICTED_melanopsin-like_partial_Pterocles_gutturalis 0.0117952826749
0 XP_026229808.1_chemokine_XC_receptor_1-like_Anabas_testudineus XP_026229808.1_chemokine_XC_receptor_1-like_Anabas_testudineus 0.00697174042268
0 XP_023441323.1_olfactory_receptor_4C12-like_partial_Dasypus_novemcinctus XP_023441323.1_olfactory_receptor_4C12-like_partial_Dasypus_novemcinctus 0.0226408717075
0 XP_026781740.2_trace_amine-associated_receptor_13c-like_Pangasianodon_hypophthalmus XP_026781740.2_trace_amine-associated_receptor_13c-like_Pangasianodon_hypophthalmus 0.0189428045481
0 XP_010207713.1_PREDICTED_H/ACA_ribonucleoprotein_complex_subunit_1_partial_Colius_striatus XP_010207713.1_PREDICTED_H/ACA_ribonucleoprotein_complex_subunit_1_partial_Colius_striatus 0.11102890761
0 XP_006875839.1_PREDICTED_olfactory_receptor_9G4-like_Chrysochloris_asiatica XP_006875839.1_PREDICTED_olfactory_receptor_9G4-like_Chrysochloris_asiatica 0.0117952826749
0 XP_029430581.1_olfactory_receptor_1019-like_Rhinatrema_bivittatum XP_029430581.1_olfactory_receptor_1019-like_Rhinatrema_bivittatum 0.00579611719032
0 tr|A0A4W4H325|A0A4W4H325_ELEEL_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Electrophorus_electricus_OX_8005_GN_rgr_PE_4_SV_1 tr|A0A4W4H325|A0A4W4H325_ELEEL_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Electrophorus_electricus_OX_8005_GN_rgr_PE_4_SV_1 0.00579611719032
0 tr|A0A3Q3JFT2|A0A3Q3JFT2_MONAL_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Monopterus_albus_OX_43700_PE_3_SV_1 tr|A0A3Q3JFT2|A0A3Q3JFT2_MONAL_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Monopterus_albus_OX_43700_PE_3_SV_1 0.0226408717075
0 XP_002755296.2_olfactory_receptor_4X2_Callithrix_jacchus XP_002755296.2_olfactory_receptor_4X2_Callithrix_jacchus 0.0117952826749
0 KAA3676781.1_G0-opsin_Paragonimus_westermani KAA3676781.1_G0-opsin_Paragonimus_westermani 0.00579611719032
0 XP_033829025.1_hydroxycarboxylic_acid_receptor_2-like_Periophthalmus_magnuspinnatus XP_033829025.1_hydroxycarboxylic_acid_receptor_2-like_Periophthalmus_magnuspinnatus 0.00543975553033
0 POS82316.1_hypothetical_protein_EPUL_005458_partial_Erysiphe_pulchra POS82316.1_hypothetical_protein_EPUL_005458_partial_Erysiphe_pulchra 0.147428312331
0 XP_014812091.1_PREDICTED_blue-sensitive_opsin-like_partial_Calidris_pugnax XP_014812091.1_PREDICTED_blue-sensitive_opsin-like_partial_Calidris_pugnax 0.00543975553033
0 XP_015217024.1_PREDICTED_olfactory_receptor_2AT4-like_Lepisosteus_oculatus XP_015217024.1_PREDICTED_olfactory_receptor_2AT4-like_Lepisosteus_oculatus 0.00579611719032
0 XP_005156349.1_oxoeicosanoid_receptor_1_Danio_rerio XP_005156349.1_oxoeicosanoid_receptor_1_Danio_rerio 0.0117952826749
0 XP_011552091.1_PREDICTED_rhodopsin_GQ-coupled-like_isoform_X1_Plutella_xylostella XP_011552091.1_PREDICTED_rhodopsin_GQ-coupled-like_isoform_X1_Plutella_xylostella 0.00543975553033
0 tr|G1MNF7|G1MNF7_AILME_Olfactory_receptor_OS_Ailuropoda_melanoleuca_OX_9646_GN_OR13C3_PE_3_SV_1 tr|G1MNF7|G1MNF7_AILME_Olfactory_receptor_OS_Ailuropoda_melanoleuca_OX_9646_GN_OR13C3_PE_3_SV_1 0.00579611719032
0 AAQ02807.1_rhodopin_partial_Clupea_harengus AAQ02807.1_rhodopin_partial_Clupea_harengus 0.00373378985612
0 XP_007960930.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_isoform_X2_Chlorocebus_sabaeus XP_007960930.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_isoform_X2_Chlorocebus_sabaeus 0.0084343853893
0 XP_004205844.1_PREDICTED_opsin-3-like_Hydra_vulgaris XP_004205844.1_PREDICTED_opsin-3-like_Hydra_vulgaris 0.00579611719032
0 JAK38574.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna JAK38574.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna 0.00579611719032
0 XP_020069971.1_hypothetical_protein_CYBJADRAFT_168016_Cyberlindnera_jadinii_NRRL_Y-1542 XP_020069971.1_hypothetical_protein_CYBJADRAFT_168016_Cyberlindnera_jadinii_NRRL_Y-1542 0.147428312331
0 tr|A0A3P9A472|A0A3P9A472_ESOLU_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Esox_lucius_OX_8010_PE_3_SV_1 tr|A0A3P9A472|A0A3P9A472_ESOLU_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Esox_lucius_OX_8010_PE_3_SV_1 0.0226408717075
0 XP_029347952.1_opsin_ultraviolet-sensitive-like_partial_Acyrthosiphon_pisum XP_029347952.1_opsin_ultraviolet-sensitive-like_partial_Acyrthosiphon_pisum 0.0117952826749
0 XP_008295176.1_PREDICTED_trace_amine-associated_receptor_13c-like_Stegastes_partitus XP_008295176.1_PREDICTED_trace_amine-associated_receptor_13c-like_Stegastes_partitus 0.0189428045481
0 XP_034786904.1_RPE-retinal_G_protein-coupled_receptor_isoform_X2_Pan_paniscus XP_034786904.1_RPE-retinal_G_protein-coupled_receptor_isoform_X2_Pan_paniscus 0.0494193874415
0 I37105.1_Sequence_118_from_patent_US_5612215 I37105.1_Sequence_118_from_patent_US_5612215 0.0494193874415
0 KOB79086.1_Opsin_partial_Operophtera_brumata KOB79086.1_Opsin_partial_Operophtera_brumata 0.147428312331
0 XP_004209180.1_PREDICTED_pinopsin-like_Hydra_vulgaris XP_004209180.1_PREDICTED_pinopsin-like_Hydra_vulgaris 0.00543975553033
0 XP_020680798.1_glycine-rich_protein_A3_Dendrobium_catenatum XP_020680798.1_glycine-rich_protein_A3_Dendrobium_catenatum 0.147428312331
0 JAQ57560.1_Rhodopsin-like_protein_Fundulus_heteroclitus JAQ57560.1_Rhodopsin-like_protein_Fundulus_heteroclitus 0.00579611719032
0 XP_012561474.1_PREDICTED_opsin-3-like_Hydra_vulgaris XP_012561474.1_PREDICTED_opsin-3-like_Hydra_vulgaris 0.00579611719032
0 tr|E2R8U6|E2R8U6_CANLF_Retinal_G_protein_coupled_receptor_OS_Canis_lupus_familiaris_OX_9615_GN_RGR_PE_3_SV_2 tr|E2R8U6|E2R8U6_CANLF_Retinal_G_protein_coupled_receptor_OS_Canis_lupus_familiaris_OX_9615_GN_RGR_PE_3_SV_2 0.00373378985612
0 RDD39654.1_Prokineticin_receptor_2_Trichoplax_sp._H2 RDD39654.1_Prokineticin_receptor_2_Trichoplax_sp._H2 0.00543975553033
