Gene Species Taxon Signature
0 RDD36130.1_G-protein_coupled_receptor_183_Trichoplax_sp._H2 RDD36130.1_G-protein_coupled_receptor_183_Trichoplax_sp._H2 0.0063509888816
0 RIB28107.1_hypothetical_protein_C2G38_1592903_Gigaspora_rosea RIB28107.1_hypothetical_protein_C2G38_1592903_Gigaspora_rosea 0.0210096083109
0 QCB20397.1_medium-wavelength_sensitive_opsin_partial_Ostorhinchus_nigrofasciatus QCB20397.1_medium-wavelength_sensitive_opsin_partial_Ostorhinchus_nigrofasciatus 0.00704138685094
0 tr|A0A336M6T0|A0A336M6T0_CULSO_CSON012974_protein_OS_Culicoides_sonorensis_OX_179676_GN_CSON012974_PE_4_SV_1 tr|A0A336M6T0|A0A336M6T0_CULSO_CSON012974_protein_OS_Culicoides_sonorensis_OX_179676_GN_CSON012974_PE_4_SV_1 0.0210096083109
0 GBN70894.1_hypothetical_protein_AVEN_243060_1_Araneus_ventricosus GBN70894.1_hypothetical_protein_AVEN_243060_1_Araneus_ventricosus 0.00566748312888
0 XP_007519174.1_PREDICTED_olfactory_receptor_4C6-like_Erinaceus_europaeus XP_007519174.1_PREDICTED_olfactory_receptor_4C6-like_Erinaceus_europaeus 0.0198883935104
0 KAF3697317.1_P2Y_purinoceptor_1_Channa_argus KAF3697317.1_P2Y_purinoceptor_1_Channa_argus 0.00566748312888
0 XP_020470386.1_lysophosphatidic_acid_receptor_6_isoform_X1_Monopterus_albus XP_020470386.1_lysophosphatidic_acid_receptor_6_isoform_X1_Monopterus_albus 0.00566748312888
0 tr|A0A3B3YIM0|A0A3B3YIM0_9TELE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Poecilia_mexicana_OX_48701_PE_3_SV_1 tr|A0A3B3YIM0|A0A3B3YIM0_9TELE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Poecilia_mexicana_OX_48701_PE_3_SV_1 0.00566748312888
0 AEH26347.1_rhodopsin_partial_Eleutherodactylus_portoricensis AEH26347.1_rhodopsin_partial_Eleutherodactylus_portoricensis 0.00368787182922
