Gene Species Taxon Signature
0 XP_006034167.1_olfactory_receptor_6A2-like_Alligator_sinensis XP_006034167.1_olfactory_receptor_6A2-like_Alligator_sinensis 0.00817566181565
0 QBK51052.1_RH2A-alpha_partial_Cichla_vazzoleri QBK51052.1_RH2A-alpha_partial_Cichla_vazzoleri 0.00817566181565
0 CAF97844.1_unnamed_protein_product_Tetraodon_nigroviridis CAF97844.1_unnamed_protein_product_Tetraodon_nigroviridis 0.27095840806
0 ODM90740.1_Neuropeptide_Y_receptor_Orchesella_cincta ODM90740.1_Neuropeptide_Y_receptor_Orchesella_cincta 0.00817566181565
0 AAP23978.3_SWS1_cone_opsin_partial_Sturnus_vulgaris AAP23978.3_SWS1_cone_opsin_partial_Sturnus_vulgaris 0.00817566181565
0 CAF93334.1_unnamed_protein_product_partial_Tetraodon_nigroviridis CAF93334.1_unnamed_protein_product_partial_Tetraodon_nigroviridis 0.00817566181565
0 XP_003769272.1_olfactory_receptor_14A2-like_Sarcophilus_harrisii XP_003769272.1_olfactory_receptor_14A2-like_Sarcophilus_harrisii 0.00817566181565
0 TRZ21238.1_hypothetical_protein_HGM15179_005868_Zosterops_borbonicus TRZ21238.1_hypothetical_protein_HGM15179_005868_Zosterops_borbonicus 0.00817566181565
0 XP_004285467.1_probable_G-protein_coupled_receptor_25_Orcinus_orca XP_004285467.1_probable_G-protein_coupled_receptor_25_Orcinus_orca 0.00817566181565
0 tr|A0A3B3BLY7|A0A3B3BLY7_ORYME_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Oryzias_melastigma_OX_30732_PE_3_SV_1 tr|A0A3B3BLY7|A0A3B3BLY7_ORYME_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Oryzias_melastigma_OX_30732_PE_3_SV_1 0.0231459183996
0 XP_005344252.1_succinate_receptor_1_Microtus_ochrogaster XP_005344252.1_succinate_receptor_1_Microtus_ochrogaster 0.00817566181565
0 KJH43103.1_hypothetical_protein_DICVIV_10905_Dictyocaulus_viviparus KJH43103.1_hypothetical_protein_DICVIV_10905_Dictyocaulus_viviparus 0.000851650246559
0 XP_029878589.1_olfactory_receptor_14I1-like_Aquila_chrysaetos_chrysaetos XP_029878589.1_olfactory_receptor_14I1-like_Aquila_chrysaetos_chrysaetos 0.00817566181565
0 TRY82209.1_hypothetical_protein_DNTS_032386_Danionella_translucida TRY82209.1_hypothetical_protein_DNTS_032386_Danionella_translucida 0.00817566181565
0 XP_014731552.1_PREDICTED_LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC106853031_Sturnus_vulgaris XP_014731552.1_PREDICTED_LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC106853031_Sturnus_vulgaris 0.0468688234973
0 NP_001000606.1_olfactory_receptor_Olr780_Rattus_norvegicus NP_001000606.1_olfactory_receptor_Olr780_Rattus_norvegicus 0.0168406059963
0 RDD36197.1_Tachykinin-like_peptides_receptor_99D_partial_Trichoplax_sp._H2 RDD36197.1_Tachykinin-like_peptides_receptor_99D_partial_Trichoplax_sp._H2 0.00817566181565
0 XP_007232446.2_C-X-C_chemokine_receptor_type_4_Astyanax_mexicanus XP_007232446.2_C-X-C_chemokine_receptor_type_4_Astyanax_mexicanus 0.000871347978972
0 tr|G3TYU0|G3TYU0_LOXAF_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Loxodonta_africana_OX_9785_PE_3_SV_1 tr|G3TYU0|G3TYU0_LOXAF_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Loxodonta_africana_OX_9785_PE_3_SV_1 0.00817566181565
0 XP_002114657.1_hypothetical_protein_TRIADDRAFT_58722_Trichoplax_adhaerens XP_002114657.1_hypothetical_protein_TRIADDRAFT_58722_Trichoplax_adhaerens 0.00817566181565
0 JAN75393.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna JAN75393.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna 0.0468688234973
0 EDW45872.1_GM26698_Drosophila_sechellia EDW45872.1_GM26698_Drosophila_sechellia 0.00817566181565
0 KAF2360463.1_G_protein-coupled_receptor_rhodopsin-like_Trinorchestia_longiramus KAF2360463.1_G_protein-coupled_receptor_rhodopsin-like_Trinorchestia_longiramus 0.0468688234973
0 XP_015414152.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_isoform_X2_Myotis_davidii XP_015414152.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor_isoform_X2_Myotis_davidii 0.00817566181565
0 XP_004698495.1_olfactory_receptor_6S1_Echinops_telfairi XP_004698495.1_olfactory_receptor_6S1_Echinops_telfairi 0.00817566181565
0 XP_019739125.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor-like_Hippocampus_comes XP_019739125.1_PREDICTED_RPE-retinal_G_protein-coupled_receptor-like_Hippocampus_comes 0.00817566181565
0 tr|A0A4W5KAD1|A0A4W5KAD1_9TELE_Rhodopsin_like_OS_Hucho_hucho_OX_62062_PE_3_SV_1 tr|A0A4W5KAD1|A0A4W5KAD1_9TELE_Rhodopsin_like_OS_Hucho_hucho_OX_62062_PE_3_SV_1 0.00817566181565
0 CAG13840.1_unnamed_protein_product_partial_Tetraodon_nigroviridis CAG13840.1_unnamed_protein_product_partial_Tetraodon_nigroviridis 0.00817566181565
0 DAniello2015_ops3.1.A_Heliocidaris_erythrogramma DAniello2015_ops3.1.A_Heliocidaris_erythrogramma 0.0171292608543
0 tr|H3BZD6|H3BZD6_TETNG_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Tetraodon_nigroviridis_OX_99883_PE_4_SV_1 tr|H3BZD6|H3BZD6_TETNG_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Tetraodon_nigroviridis_OX_99883_PE_4_SV_1 0.00817566181565
0 XP_008506656.1_PREDICTED_LOW_QUALITY_PROTEIN_trace_amine-associated_receptor_7a-like_Equus_przewalskii XP_008506656.1_PREDICTED_LOW_QUALITY_PROTEIN_trace_amine-associated_receptor_7a-like_Equus_przewalskii 0.00817566181565
0 XP_006156901.1_olfactory_receptor_6C2_Tupaia_chinensis XP_006156901.1_olfactory_receptor_6C2_Tupaia_chinensis 0.00817566181565
0 XP_001495722.2_olfactory_receptor_13C7-like_Equus_caballus XP_001495722.2_olfactory_receptor_13C7-like_Equus_caballus 0.00817566181565
0 ABW97648.1_longwave_rhodopsin_partial_Ichneutes_bicolor ABW97648.1_longwave_rhodopsin_partial_Ichneutes_bicolor 0.00817566181565
