Gene Species Taxon Signature
0 GCB79206.1_hypothetical_protein_scyTo_0016924_partial_Scyliorhinus_torazame GCB79206.1_hypothetical_protein_scyTo_0016924_partial_Scyliorhinus_torazame 0.0441694290094
0 tr|A0A182QSC8|A0A182QSC8_9DIPT_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anopheles_farauti_OX_69004_PE_3_SV_1 tr|A0A182QSC8|A0A182QSC8_9DIPT_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anopheles_farauti_OX_69004_PE_3_SV_1 0.00439358260003
0 XP_010837760.1_PREDICTED_trace_amine-associated_receptor_7a-like_partial_Bison_bison_bison XP_010837760.1_PREDICTED_trace_amine-associated_receptor_7a-like_partial_Bison_bison_bison 0.0048809741381
0 BAM67000.1_violet-sensitive_opsin_1_Eurema_hecabe BAM67000.1_violet-sensitive_opsin_1_Eurema_hecabe 0.00439358260003
0 tr|A0A4W5RCR3|A0A4W5RCR3_9TELE_Platelet-activating_factor_receptor_OS_Hucho_hucho_OX_62062_PE_3_SV_1 tr|A0A4W5RCR3|A0A4W5RCR3_9TELE_Platelet-activating_factor_receptor_OS_Hucho_hucho_OX_62062_PE_3_SV_1 0.00224630946503
0 AAD34223.1_rhodopsin_Papilio_glaucus AAD34223.1_rhodopsin_Papilio_glaucus 0.00134699581822
0 XP_008851845.2_olfactory_receptor_14C36-like_Nannospalax_galili XP_008851845.2_olfactory_receptor_14C36-like_Nannospalax_galili 0.0048809741381
0 XP_011894704.1_PREDICTED_olfactory_receptor_2Z1_Cercocebus_atys XP_011894704.1_PREDICTED_olfactory_receptor_2Z1_Cercocebus_atys 0.0048809741381
0 ORY74965.1_Annexin_Neocallimastix_californiae ORY74965.1_Annexin_Neocallimastix_californiae 0.0938275090091
0 BAH57294.1_violet-sensitive_opsin_2_Colias_erate BAH57294.1_violet-sensitive_opsin_2_Colias_erate 0.00439358260003
0 tr|A0A182LYA9|A0A182LYA9_9DIPT_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anopheles_culicifacies_OX_139723_PE_4_SV_1 tr|A0A182LYA9|A0A182LYA9_9DIPT_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anopheles_culicifacies_OX_139723_PE_4_SV_1 0.00439358260003
