Gene Species Taxon Signature
0 XP_030921581.1_LOW_QUALITY_PROTEIN_red-sensitive_opsin-like_Geospiza_fortis XP_030921581.1_LOW_QUALITY_PROTEIN_red-sensitive_opsin-like_Geospiza_fortis 0.0212535625588
0 XP_014164854.1_G-protein_coupled_receptor_37-like_1_Geospiza_fortis XP_014164854.1_G-protein_coupled_receptor_37-like_1_Geospiza_fortis 0.0038318002313
0 XP_026781717.2_trace_amine-associated_receptor_13c-like_Pangasianodon_hypophthalmus XP_026781717.2_trace_amine-associated_receptor_13c-like_Pangasianodon_hypophthalmus 0.0038318002313
0 XP_020086277.1_glycine-rich_protein_A3-like_Ananas_comosus XP_020086277.1_glycine-rich_protein_A3-like_Ananas_comosus 0.0693273916261
0 XP_006800930.1_PREDICTED_c-C_chemokine_receptor_type_3-like_Neolamprologus_brichardi XP_006800930.1_PREDICTED_c-C_chemokine_receptor_type_3-like_Neolamprologus_brichardi 0.0038318002313
0 tr|W4YWV4|W4YWV4_STRPU_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Strongylocentrotus_purpuratus_OX_7668_PE_3_SV_1 tr|W4YWV4|W4YWV4_STRPU_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Strongylocentrotus_purpuratus_OX_7668_PE_3_SV_1 0.00943072802362
0 KAF0024990.1_hypothetical_protein_F2P81_021871_Scophthalmus_maximus KAF0024990.1_hypothetical_protein_F2P81_021871_Scophthalmus_maximus 0.0212535625588
0 tr|A0A4W5R196|A0A4W5R196_9TELE_Rhodopsin_N_domain-containing_protein_OS_Hucho_hucho_OX_62062_PE_4_SV_1 tr|A0A4W5R196|A0A4W5R196_9TELE_Rhodopsin_N_domain-containing_protein_OS_Hucho_hucho_OX_62062_PE_4_SV_1 0.00475799482734
0 tr|H2ZH86|H2ZH86_CIOSA_Uncharacterized_protein_OS_Ciona_savignyi_OX_51511_PE_4_SV_1 tr|H2ZH86|H2ZH86_CIOSA_Uncharacterized_protein_OS_Ciona_savignyi_OX_51511_PE_4_SV_1 0.0212535625588
0 TNN83763.1_RPE-retinal_G_protein-coupled_receptor_Liparis_tanakae TNN83763.1_RPE-retinal_G_protein-coupled_receptor_Liparis_tanakae 0.00475799482734
0 XP_018910910.1_PREDICTED_visual_pigment-like_receptor_peropsin_Bemisia_tabaci XP_018910910.1_PREDICTED_visual_pigment-like_receptor_peropsin_Bemisia_tabaci 0.00475799482734
0 tr|A0A4W5JX82|A0A4W5JX82_9TELE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Hucho_hucho_OX_62062_PE_3_SV_1 tr|A0A4W5JX82|A0A4W5JX82_9TELE_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Hucho_hucho_OX_62062_PE_3_SV_1 0.00414577407304
0 WP_063646030.1_PAS_domain-containing_protein_Streptomyces_clavuligerus WP_063646030.1_PAS_domain-containing_protein_Streptomyces_clavuligerus 0.2588154138
0 XP_010840210.1_PREDICTED_olfactory_receptor_51I2-like_Bison_bison_bison XP_010840210.1_PREDICTED_olfactory_receptor_51I2-like_Bison_bison_bison 0.00943072802362
0 RXM37003.1_CD2-associated_protein_Acipenser_ruthenus RXM37003.1_CD2-associated_protein_Acipenser_ruthenus 0.0212535625588
0 tr|A0A2K6FQ68|A0A2K6FQ68_PROCO_Succinate_receptor_1_OS_Propithecus_coquereli_OX_379532_GN_SUCNR1_PE_3_SV_1 tr|A0A2K6FQ68|A0A2K6FQ68_PROCO_Succinate_receptor_1_OS_Propithecus_coquereli_OX_379532_GN_SUCNR1_PE_3_SV_1 0.0038318002313
0 tr|A0A665UIJ9|A0A665UIJ9_ECHNA_Uncharacterized_protein_OS_Echeneis_naucrates_OX_173247_GN_ptgfr_PE_4_SV_1 tr|A0A665UIJ9|A0A665UIJ9_ECHNA_Uncharacterized_protein_OS_Echeneis_naucrates_OX_173247_GN_ptgfr_PE_4_SV_1 0.0038318002313
0 tr|A0A4W2IPX0|A0A4W2IPX0_BOBOX_Uncharacterized_protein_OS_Bos_indicus_x_Bos_taurus_OX_30522_GN_RGR_PE_4_SV_1 tr|A0A4W2IPX0|A0A4W2IPX0_BOBOX_Uncharacterized_protein_OS_Bos_indicus_x_Bos_taurus_OX_30522_GN_RGR_PE_4_SV_1 0.0212535625588
0 XP_021061287.1_olfactory_receptor_1I1_Mus_pahari XP_021061287.1_olfactory_receptor_1I1_Mus_pahari 0.0212535625588
0 scTrinity_TR74689|c2_g1_i3|ORF5 scTrinity_TR74689|c2_g1_i3|ORF5 0.0212535625588
0 RDD42382.1_Trace_amine-associated_receptor_5_Trichoplax_sp._H2 RDD42382.1_Trace_amine-associated_receptor_5_Trichoplax_sp._H2 0.00360597852128
0 RDD37279.1_Relaxin_receptor_2_Trichoplax_sp._H2 RDD37279.1_Relaxin_receptor_2_Trichoplax_sp._H2 0.00414577407304
0 XP_006037495.1_olfactory_receptor_49-like_Alligator_sinensis XP_006037495.1_olfactory_receptor_49-like_Alligator_sinensis 0.0212535625588
0 KFV04883.1_Olfactory_receptor_14I1_partial_Tauraco_erythrolophus KFV04883.1_Olfactory_receptor_14I1_partial_Tauraco_erythrolophus 0.0300658631274
0 TNN34934.1_Opsin-VA_Liparis_tanakae TNN34934.1_Opsin-VA_Liparis_tanakae 0.0212535625588
0 NUU90978.1_hypothetical_protein_Populus_davidiana NUU90978.1_hypothetical_protein_Populus_davidiana 0.0693273916261
0 AWP21056.1_Activated_CDC42_kinase_1_Scophthalmus_maximus AWP21056.1_Activated_CDC42_kinase_1_Scophthalmus_maximus 0.000814446043856
0 RDD39692.1_Apelin_receptor_Trichoplax_sp._H2 RDD39692.1_Apelin_receptor_Trichoplax_sp._H2 0.0038318002313
0 tr|A0A673B366|A0A673B366_9TELE_Uncharacterized_protein_OS_Sphaeramia_orbicularis_OX_375764_GN_LOC115412431_PE_4_SV_1 tr|A0A673B366|A0A673B366_9TELE_Uncharacterized_protein_OS_Sphaeramia_orbicularis_OX_375764_GN_LOC115412431_PE_4_SV_1 0.00943072802362
0 XP_032553714.1_P2Y_purinoceptor_13_Chiroxiphia_lanceolata XP_032553714.1_P2Y_purinoceptor_13_Chiroxiphia_lanceolata 0.00943072802362
0 XP_012870945.1_PREDICTED_olfactory_receptor_14I1-like_Dipodomys_ordii XP_012870945.1_PREDICTED_olfactory_receptor_14I1-like_Dipodomys_ordii 0.0212535625588
0 tr|A0A3B3T6P5|A0A3B3T6P5_9TELE_Uncharacterized_protein_OS_Paramormyrops_kingsleyae_OX_1676925_PE_4_SV_1 tr|A0A3B3T6P5|A0A3B3T6P5_9TELE_Uncharacterized_protein_OS_Paramormyrops_kingsleyae_OX_1676925_PE_4_SV_1 0.0212535625588
0 XP_011501190.1_PREDICTED_orexin_receptor_type_2-like_Ceratosolen_solmsi_marchali XP_011501190.1_PREDICTED_orexin_receptor_type_2-like_Ceratosolen_solmsi_marchali 0.0300658631274
0 XP_034403064.1_hydroxycarboxylic_acid_receptor_2-like_Cyclopterus_lumpus XP_034403064.1_hydroxycarboxylic_acid_receptor_2-like_Cyclopterus_lumpus 0.00414577407304
0 XP_026231444.1_trace_amine-associated_receptor_8a-like_partial_Anabas_testudineus XP_026231444.1_trace_amine-associated_receptor_8a-like_partial_Anabas_testudineus 0.00943072802362
