Gene Species Taxon Signature
0 XP_026360367.1_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Ursus_arctos_horribilis XP_026360367.1_RPE-retinal_G_protein-coupled_receptor_isoform_X1_Ursus_arctos_horribilis 0.00766155332079
0 TKS93154.1_Leukotriene_B4_receptor_1_Collichthys_lucidus TKS93154.1_Leukotriene_B4_receptor_1_Collichthys_lucidus 0.00766155332079
0 XP_002113036.1_hypothetical_protein_TRIADDRAFT_56770_Trichoplax_adhaerens XP_002113036.1_hypothetical_protein_TRIADDRAFT_56770_Trichoplax_adhaerens 0.00205177324514
0 tr|A0A3P8RQP4|A0A3P8RQP4_AMPPE_Leukotriene_B4_receptor_2a_OS_Amphiprion_percula_OX_161767_PE_4_SV_1 tr|A0A3P8RQP4|A0A3P8RQP4_AMPPE_Leukotriene_B4_receptor_2a_OS_Amphiprion_percula_OX_161767_PE_4_SV_1 0.00205177324514
0 tr|A0A401RPH6|A0A401RPH6_CHIPU_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Chiloscyllium_punctatum_OX_137246_GN_chiPu_0021255_PE_3_SV_1 tr|A0A401RPH6|A0A401RPH6_CHIPU_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Chiloscyllium_punctatum_OX_137246_GN_chiPu_0021255_PE_3_SV_1 0.00205177324514
0 XP_011870150.1_PREDICTED_gonadotropin-releasing_hormone_receptor_Vollenhovia_emeryi XP_011870150.1_PREDICTED_gonadotropin-releasing_hormone_receptor_Vollenhovia_emeryi 0.00205177324514
0 tr|F1SEP7|F1SEP7_PIG_Retinal_G_protein_coupled_receptor_OS_Sus_scrofa_OX_9823_GN_RGR_PE_3_SV_2 tr|F1SEP7|F1SEP7_PIG_Retinal_G_protein_coupled_receptor_OS_Sus_scrofa_OX_9823_GN_RGR_PE_3_SV_2 0.00242626219852
0 KAF3839233.1_hypothetical_protein_F7725_017950_Dissostichus_mawsoni KAF3839233.1_hypothetical_protein_F7725_017950_Dissostichus_mawsoni 0.00756998786327
0 XP_008509906.1_PREDICTED_putative_olfactory_receptor_2B8_Equus_przewalskii XP_008509906.1_PREDICTED_putative_olfactory_receptor_2B8_Equus_przewalskii 0.0181305639568
0 tr|A0A182UL45|A0A182UL45_9DIPT_Uncharacterized_protein_OS_Anopheles_melas_OX_34690_PE_4_SV_1 tr|A0A182UL45|A0A182UL45_9DIPT_Uncharacterized_protein_OS_Anopheles_melas_OX_34690_PE_4_SV_1 0.044674707285
0 QJT41797.1_rhodopsin_1_2_Cyphocharax_magdalenae QJT41797.1_rhodopsin_1_2_Cyphocharax_magdalenae 0.00439484212707
0 XP_028369945.1_RPE-retinal_G_protein-coupled_receptor_isoform_X3_Phyllostomus_discolor XP_028369945.1_RPE-retinal_G_protein-coupled_receptor_isoform_X3_Phyllostomus_discolor 0.00242626219852
0 XP_008069793.1_histamine_H4_receptor_isoform_X1_Carlito_syrichta XP_008069793.1_histamine_H4_receptor_isoform_X1_Carlito_syrichta 0.00205177324514
0 XP_022347653.1_olfactory_receptor_49-like_Enhydra_lutris_kenyoni XP_022347653.1_olfactory_receptor_49-like_Enhydra_lutris_kenyoni 0.0181305639568
0 GCB77389.1_hypothetical_protein_scyTo_0020570_partial_Scyliorhinus_torazame GCB77389.1_hypothetical_protein_scyTo_0020570_partial_Scyliorhinus_torazame 0.0080693935761
0 ELK36546.1_Pro-epidermal_growth_factor_Myotis_davidii ELK36546.1_Pro-epidermal_growth_factor_Myotis_davidii 0.00766155332079
