file                                                                                                                             format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterest.dropped.fasta                   FASTA   Protein       144     46,282       48    321.4    1,362
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterest.fasta                           FASTA   Protein     8,507  3,239,520       35    380.8    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.fasta                   FASTA   Protein     8,507  3,239,520       35    380.8    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        11      3,132       48    284.7      485
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       946    357,001       50    377.4    2,253
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       951    362,353       58      381    1,838
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein         8      3,079      108    384.9      696
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       946    361,318       51    381.9    1,838
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       954    364,423       70      382    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        21      6,053      127    288.2      469
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_003.fasta          FASTA   Protein       945    355,767       45    376.5    1,508
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_003.old.fasta      FASTA   Protein       940    356,894       45    379.7    1,667
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_7/SequencesOfInterestShuffled.part_004.dropped.fasta  FASTA   Protein        17      5,705      109    335.6      457
