file                                                                                                                             format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterest.dropped.fasta                   FASTA   Protein       171     53,009       30      310    1,157
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterest.fasta                           FASTA   Protein     8,976  3,398,845       35    378.7    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.fasta                   FASTA   Protein     8,976  3,398,845       35    378.7    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        17      5,021       58    295.4      528
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       998    370,942       66    371.7    2,254
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       898    345,958       36    385.3    2,253
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein        16      5,204      100    325.3    1,113
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       998    377,358       35    378.1    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       899    334,764       65    372.4    1,508
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        16      5,651      148    353.2      496
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_003.fasta          FASTA   Protein       998    382,000       36    382.8    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_003.old.fasta      FASTA   Protein       899    339,690       58    377.9    2,085
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_004.dropped.fasta  FASTA   Protein         9      1,951       30    216.8      394
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_004.fasta          FASTA   Protein       997    377,567       35    378.7    2,401
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_004.old.fasta      FASTA   Protein       906    345,737       50    381.6    2,401
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_005.dropped.fasta  FASTA   Protein        23      6,827      108    296.8      775
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_005.fasta          FASTA   Protein       997    372,317       65    373.4    3,850
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_005.old.fasta      FASTA   Protein       892    335,787       38    376.4    2,094
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_006.dropped.fasta  FASTA   Protein        14      5,363      148    383.1    1,010
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_006.fasta          FASTA   Protein       997    376,200       38    377.3    1,838
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_006.old.fasta      FASTA   Protein       901    342,636       51    380.3    2,254
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_007.dropped.fasta  FASTA   Protein        18      6,874       54    381.9    1,157
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_007.fasta          FASTA   Protein       997    380,690       45    381.8    2,094
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_007.old.fasta      FASTA   Protein       897    335,757       60    374.3    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_008.dropped.fasta  FASTA   Protein        22      7,209      152    327.7      908
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_008.fasta          FASTA   Protein       997    382,519       50    383.7    2,062
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_008.old.fasta      FASTA   Protein       892    344,360       35    386.1    2,161
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_009.dropped.fasta  FASTA   Protein        22      5,282       66    240.1      436
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_009.fasta          FASTA   Protein       997    379,252       36    380.4    2,441
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_009.old.fasta      FASTA   Protein       892    334,891       35    375.4    1,387
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_010.dropped.fasta  FASTA   Protein        14      3,627      124    259.1      399
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_4/SequencesOfInterestShuffled.part_010.old.fasta      FASTA   Protein       900    339,265       36      377    3,850
