A3KFT3.1	N/A
A6NF89.1	N/A
A6NND4.1	N/A
O08707.2	N/A
O35457.2	N/A
O43749.1	N/A
O43869.3	N/A
O55197.1	N/A
O60404.1	N/A
O60412.4	N/A
O76000.1	N/A
O88628.1	N/A
O88855.1	N/A
O95007.1	N/A
O95013.2	N/A
O95665.2	N/A
O95918.2	N/A
P0C646.2	N/A
P23265.1	N/A
P23268.1	N/A
P23270.2	N/A
P23271.1	N/A
P23275.4	N/A
P25116.2	N/A
P30518.1	N/A
P30953.1	N/A
P37067.1	N/A
P37070.1	N/A
P37072.2	N/A
P43088.1	N/A
P43118.1	N/A
P46095.1	N/A
P58173.1	N/A
Q10904.2	N/A
Q13607.2	N/A
Q5JQS5.1	N/A
Q5REI5.1	N/A
Q5TZ20.1	N/A
Q60883.2	N/A
Q60888.2	N/A
Q60893.2	N/A
Q6IEY1.1	N/A
Q6IEZ7.1	N/A
Q6IFN5.1	N/A
Q6SW98.1	N/A
Q6TAC8.1	N/A
Q7TQQ0.1	N/A
Q7TR96.1	N/A
Q7TRF3.1	N/A
Q7TSN6.1	N/A
Q8IXE1.1	N/A
Q8IYL9.1	N/A
Q8N148.1	N/A
Q8N162.1	N/A
Q8NG77.1	N/A
Q8NG83.1	N/A
Q8NG84.2	N/A
Q8NG97.1	N/A
Q8NG98.1	N/A
Q8NGA0.2	N/A
Q8NGA5.1	N/A
Q8NGB6.2	N/A
Q8NGD4.1	N/A
Q8NGE3.1	N/A
Q8NGE9.1	N/A
Q8NGF9.1	N/A
Q8NGG5.1	N/A
Q8NGH3.2	N/A
Q8NGJ1.1	N/A
Q8NGM1.1	N/A
Q8NGN3.1	N/A
Q8NGP0.2	N/A
Q8NGQ1.2	N/A
Q8NGQ2.2	N/A
Q8NGQ4.1	N/A
Q8NGR5.1	N/A
Q8NGS1.1	N/A
Q8NGS4.1	N/A
Q8NGS5.1	N/A
Q8NGS6.2	N/A
Q8NGT0.1	N/A
Q8NGT5.1	N/A
Q8NGU2.1	N/A
Q8NGV0.1	N/A
Q8NGX0.1	N/A
Q8NGY9.1	N/A
Q8NGZ4.1	N/A
Q8NGZ9.1	N/A
Q8NH02.2	N/A
Q8NH04.1	N/A
Q8NH16.1	N/A
Q8NH40.2	N/A
Q8NH80.1	N/A
Q8NH81.1	N/A
Q8VBV9.1	N/A
Q8VEW5.1	N/A
Q8VEW6.1	N/A
Q8VEY3.1	N/A
Q8VF12.1	N/A
Q8VF13.1	N/A
Q8VF65.1	N/A
Q8VF66.1	N/A
Q8VFD0.1	N/A
Q8VFD3.1	N/A
Q8VFK1.1	N/A
Q8VFL9.1	N/A
Q8VG02.1	N/A
Q8VG03.1	N/A
Q8VG05.1	N/A
Q8VG07.1	N/A
Q8VG09.1	N/A
Q8VG13.1	N/A
Q8VGD6.1	N/A
Q8VGI5.1	N/A
Q924U0.1	N/A
Q95156.1	N/A
Q96R09.3	N/A
Q96R28.2	N/A
Q96R54.2	N/A
Q96RD0.3	N/A
Q9BXB1.2	N/A
Q9CPV9.1	N/A
Q9ES90.1	N/A
Q9ESG6.1	N/A
Q9GZK4.1	N/A
Q9H207.1	N/A
Q9H208.2	N/A
Q9H210.4	N/A
Q9H255.1	N/A
Q9H343.1	N/A
Q9HC97.4	N/A
Q9NPC1.2	N/A
Q9R0Q2.1	N/A
Q9TU99.1	N/A
Q9TUA1.1	N/A
Q9U320.1	N/A
Q9UGF5.1	N/A
Q96P88.4	PUTATIVE PSEUDOGENE: RecName: Full=Putative gonadotropin-releasing hormone II receptor; Short=GnRH II receptor; Short=GnRH-II-R; AltName: Full=Type II GnRH receptor [Homo sapiens]
P79399.1	RecName: Full=5-hydroxytryptamine receptor 1B; Short=5-HT-1B; Short=5-HT1B; AltName: Full=Serotonin receptor 1B [Sus scrofa]
Q29005.1	RecName: Full=5-hydroxytryptamine receptor 2B; Short=5-HT-2B; Short=5-HT2B; AltName: Full=Serotonin receptor 2B [Sus scrofa]
Q28928.1	RecName: Full=Adrenocorticotropic hormone receptor; Short=ACTH receptor; Short=ACTH-R; AltName: Full=Adrenocorticotropin receptor; AltName: Full=Melanocortin receptor 2; Short=MC2-R [Papio hamadryas]
P37705.1	RecName: Full=Glycine-rich protein A3 [Daucus carota]
Q9Z2H4.2	RecName: Full=Leucine-rich repeat-containing G-protein coupled receptor 4; AltName: Full=G-protein coupled receptor 48; Flags: Precursor [Rattus norvegicus]
Q864G3.1	RecName: Full=Melanocyte-stimulating hormone receptor; Short=MSH-R; AltName: Full=Melanocortin receptor 1; Short=MC1-R [Alouatta caraya]
Q864G1.1	RecName: Full=Melanocyte-stimulating hormone receptor; Short=MSH-R; AltName: Full=Melanocortin receptor 1; Short=MC1-R [Alouatta pigra]
Q864H6.1	RecName: Full=Melanocyte-stimulating hormone receptor; Short=MSH-R; AltName: Full=Melanocortin receptor 1; Short=MC1-R [Callimico goeldii]
Q864G9.1	RecName: Full=Melanocyte-stimulating hormone receptor; Short=MSH-R; AltName: Full=Melanocortin receptor 1; Short=MC1-R [Cebus albifrons]
Q864G0.1	RecName: Full=Melanocyte-stimulating hormone receptor; Short=MSH-R; AltName: Full=Melanocortin receptor 1; Short=MC1-R [Loris tardigradus]
Q864H5.1	RecName: Full=Melanocyte-stimulating hormone receptor; Short=MSH-R; AltName: Full=Melanocortin receptor 1; Short=MC1-R [Saguinus imperator]
Q864H0.1	RecName: Full=Melanocyte-stimulating hormone receptor; Short=MSH-R; AltName: Full=Melanocortin receptor 1; Short=MC1-R [Saimiri oerstedii]
P51051.1	RecName: Full=Melatonin receptor type 1B; Short=Mel-1B-R; Short=Mel1b receptor [Xenopus laevis]
P51052.1	RecName: Full=Melatonin receptor type 1C; Short=Mel-1C-R; Short=Mel1C receptor; AltName: Full=Melatonin receptor Mel1C Z2.3 [Danio rerio]
Q09502.1	RecName: Full=Neuropeptide receptor 18 [Caenorhabditis elegans]
P30954.2	RecName: Full=Olfactory receptor 10J1; AltName: Full=Olfactory receptor OR1-26; AltName: Full=Olfactory receptor-like protein HGMP07J [Homo sapiens]
P0DN81.1	RecName: Full=Olfactory receptor 13C7 [Homo sapiens]
P34985.2	RecName: Full=Olfactory receptor 143; AltName: Full=Odorant receptor K18; AltName: Full=Olfactory receptor 170-6; AltName: Full=Olfactory receptor 7A [Mus musculus]
Q9TU90.1	RecName: Full=Olfactory receptor 1D5 [Gorilla gorilla gorilla]
Q9TQX4.1	RecName: Full=Olfactory receptor 1E2 [Gorilla gorilla gorilla]
Q8NGR2.2	RecName: Full=Olfactory receptor 1L6; AltName: Full=Olfactory receptor 1L7; AltName: Full=Olfactory receptor OR9-30 [Homo sapiens]
Q8N628.3	RecName: Full=Olfactory receptor 2C3; AltName: Full=Olfactory receptor 2C4; AltName: Full=Olfactory receptor 2C5; AltName: Full=Olfactory receptor OR1-30 [Homo sapiens]
O76002.1	RecName: Full=Olfactory receptor 2J2; AltName: Full=Hs6M1-6; AltName: Full=Olfactory receptor 6-8; Short=OR6-8; AltName: Full=Olfactory receptor OR6-19 [Homo sapiens]
Q9TU88.1	RecName: Full=Olfactory receptor 3A2 [Gorilla gorilla gorilla]
Q9TUA0.1	RecName: Full=Olfactory receptor 3A3 [Pan troglodytes]
Q8TCB6.1	RecName: Full=Olfactory receptor 51E1; AltName: Full=D-GPCR; AltName: Full=G-protein coupled receptor 164; AltName: Full=Olfactory receptor 52A3; AltName: Full=Prostate-overexpressed G protein-coupled receptor; AltName: Full=Prostate-specific G protein-coupled receptor 2 [Homo sapiens]
Q8NGC5.1	RecName: Full=Olfactory receptor 6J1; AltName: Full=Olfactory receptor 6J2 [Homo sapiens]
P0C7N8.1	RecName: Full=Olfactory receptor 9G9 [Homo sapiens]
P37069.1	RecName: Full=Olfactory receptor-like protein COR3 [Gallus gallus]
P37071.1	RecName: Full=Olfactory receptor-like protein COR5 [Gallus gallus]
