file                                                                                                                              format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestAll.dropped.fasta                FASTA   Protein       224     77,878       51    347.7    1,093
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestAll.fasta                        FASTA   Protein     7,876  3,027,716       35    384.4    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterest.dropped.fasta                   FASTA   Protein       346    118,802       35    343.4    1,093
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterest.fasta                           FASTA   Protein     7,754  2,986,792       36    385.2    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.fasta                   FASTA   Protein     7,754  2,986,792       36    385.2    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        13      3,823      132    294.1      401
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       970    375,447       64    387.1    2,254
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       887    339,786       61    383.1    1,944
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein        19      6,196      130    326.1      812
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       970    369,726       59    381.2    1,634
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       881    339,698       58    385.6    2,062
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        19      5,770       84    303.7      551
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_003.fasta          FASTA   Protein       969    370,523       66    382.4    2,401
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_003.old.fasta      FASTA   Protein       881    340,766       36    386.8    3,850
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_004.dropped.fasta  FASTA   Protein        16      5,535      120    345.9      725
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_004.fasta          FASTA   Protein       969    373,883       67    385.8    2,441
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_004.old.fasta      FASTA   Protein       884    332,458       51    376.1    2,254
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_005.dropped.fasta  FASTA   Protein        12      3,927      166    327.3      439
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_005.fasta          FASTA   Protein       969    368,703       36    380.5    1,667
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_005.old.fasta      FASTA   Protein       888    339,107       71    381.9    1,667
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_11/SequencesOfInterestShuffled.part_006.dropped.fasta  FASTA   Protein        14      5,038       35    359.9      613
