file                                                                                                                              format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterest.dropped.fasta                   FASTA   Protein        79     28,536      104    361.2    1,379
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterest.fasta                           FASTA   Protein     6,693  2,618,381       45    391.2    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.fasta                   FASTA   Protein     6,693  2,618,381       45    391.2    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein        10      3,404      248    340.4      455
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       957    377,390       45    394.3    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       958    372,604       58    388.9    2,254
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein        14      5,061      152    361.5      576
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       956    379,715       92    397.2    1,674
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       954    375,190       69    393.3    2,441
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein        14      4,347      161    310.5      386
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_003.fasta          FASTA   Protein       956    371,902       65      389    2,253
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_003.old.fasta      FASTA   Protein       954    375,171       68    393.3    1,944
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_004.dropped.fasta  FASTA   Protein         3        916      215    305.3      357
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_004.fasta          FASTA   Protein       956    374,130       91    391.3    1,634
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_004.old.fasta      FASTA   Protein       964    383,048       83    397.4    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_005.dropped.fasta  FASTA   Protein        14      4,436      104    316.9      424
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_005.fasta          FASTA   Protein       956    376,520       51    393.8    3,850
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_005.old.fasta      FASTA   Protein       953    362,385       89    380.3    2,253
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_006.dropped.fasta  FASTA   Protein        10      3,625      207    362.5      464
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_006.fasta          FASTA   Protein       956    369,236       66    386.2    1,665
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_006.old.fasta      FASTA   Protein       957    376,867       45    393.8    2,401
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_007.dropped.fasta  FASTA   Protein        14      6,747      245    481.9    1,379
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_007.fasta          FASTA   Protein       956    369,488       70    386.5    2,062
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_23/SequencesOfInterestShuffled.part_007.old.fasta      FASTA   Protein       953    373,116       71    391.5    2,062
