file                                                                                                                              format  type     num_seqs    sum_len  min_len  avg_len  max_len
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestAll.dropped.fasta                FASTA   Protein       164     54,713       66    333.6    1,331
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestAll.fasta                        FASTA   Protein     7,438  2,883,349       45    387.7    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterest.dropped.fasta                   FASTA   Protein       284     97,953       66    344.9    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterest.fasta                           FASTA   Protein     7,318  2,840,109       45    388.1    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.fasta                   FASTA   Protein     7,318  2,840,109       45    388.1    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_001.dropped.fasta  FASTA   Protein         3        979      275    326.3      352
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_001.fasta          FASTA   Protein       915    366,683       51    400.7    2,441
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_001.old.fasta      FASTA   Protein       948    364,966       45      385    2,276
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_002.dropped.fasta  FASTA   Protein         3      1,077      324      359      396
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_002.fasta          FASTA   Protein       915    354,007       67    386.9    2,085
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_002.old.fasta      FASTA   Protein       948    369,937       51    390.2    1,944
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_003.dropped.fasta  FASTA   Protein         2        562      189      281      373
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_003.fasta          FASTA   Protein       915    354,380       68    387.3    1,838
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_003.old.fasta      FASTA   Protein       948    373,290       72    393.8    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_004.dropped.fasta  FASTA   Protein         6      1,696      103    282.7      616
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_004.fasta          FASTA   Protein       915    359,180       51    392.5    2,254
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_004.old.fasta      FASTA   Protein       944    366,111       70    387.8    2,062
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_005.dropped.fasta                          0          0        0        0        0
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_005.fasta          FASTA   Protein       915    349,193       58    381.6    4,736
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_005.old.fasta      FASTA   Protein       950    368,240       66    387.6    2,441
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_006.dropped.fasta  FASTA   Protein         2        776      379      388      397
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_006.fasta          FASTA   Protein       915    349,699       70    382.2    2,401
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_006.old.fasta      FASTA   Protein       948    362,723       64    382.6    1,530
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_007.dropped.fasta  FASTA   Protein         1        121      121      121      121
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_007.fasta          FASTA   Protein       914    350,745       59    383.7    1,469
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_007.old.fasta      FASTA   Protein       949    364,762       74    384.4    1,674
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_008.dropped.fasta  FASTA   Protein         1        397      397      397      397
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_008.fasta          FASTA   Protein       914    356,222       45    389.7    3,850
/work/oa20474/PhylogenyPipeline/Opsins/SequencesOfInterest/PASTA/RogueIter_13/SequencesOfInterestShuffled.part_008.old.fasta      FASTA   Protein       949    362,425       51    381.9    2,085
